case_id,case_date,process_step,step_number,department,employee_id,priority,complexity,case_value,wait_time_min,cycle_time_min,total_time_min,start_time,end_time,error_count,rework_count,month,day_of_week
CASE-0783,2025-03-30,Quality Control,5,Quality,MFG_Q03,Standard,2,431.02,49.1,37.3,86.4,2025-03-30 15:53,2025-03-30 16:30,0,0,3,Sunday
CASE-0783,2025-03-30,Finishing & Packaging,6,Finishing,MFG_F01,Standard,2,431.02,12.7,65.8,78.5,2025-03-30 16:43,2025-03-30 17:49,0,0,3,Sunday
CASE-0783,2025-03-30,Final Inspection,7,Quality,MFG_Q03,Standard,2,431.02,4.0,14.5,18.5,2025-03-30 17:53,2025-03-30 18:07,0,0,3,Sunday
CASE-0783,2025-03-30,Warehouse Storage,8,Warehouse,MFG_W01,Standard,2,431.02,1.5,42.0,43.5,2025-03-30 18:09,2025-03-30 18:51,0,0,3,Sunday
CASE-0784,2025-05-06,Material Receiving,1,Receiving,MFG_R02,Standard,8,3908.22,0.0,48.8,48.8,2025-05-06 08:27,2025-05-06 09:15,0,0,5,Tuesday
CASE-0784,2025-05-06,Material Inspection,2,Quality,MFG_Q03,Standard,8,3908.22,8.5,29.1,37.6,2025-05-06 09:24,2025-05-06 09:53,0,0,5,Tuesday
CASE-0784,2025-05-06,Pre-Processing,3,Production,MFG_P01,Standard,8,3908.22,47.7,77.3,125.0,2025-05-06 10:41,2025-05-06 11:58,0,0,5,Tuesday
CASE-0784,2025-05-06,Assembly,4,Production,MFG_P04,Standard,8,3908.22,68.3,115.6,183.9,2025-05-06 13:06,2025-05-06 15:02,0,0,5,Tuesday
CASE-0784,2025-05-06,Quality Control,5,Quality,MFG_Q03,Standard,8,3908.22,14.0,42.5,56.5,2025-05-06 15:16,2025-05-06 15:58,0,1,5,Tuesday
CASE-0784,2025-05-06,Finishing & Packaging,6,Finishing,MFG_F01,Standard,8,3908.22,8.8,37.0,45.8,2025-05-06 16:07,2025-05-06 16:44,0,0,5,Tuesday
CASE-0784,2025-05-06,Final Inspection,7,Quality,MFG_Q03,Standard,8,3908.22,14.2,22.4,36.6,2025-05-06 16:58,2025-05-06 17:21,0,0,5,Tuesday
CASE-0784,2025-05-06,Warehouse Storage,8,Warehouse,MFG_W02,Standard,8,3908.22,17.4,29.8,47.2,2025-05-06 17:38,2025-05-06 18:08,0,0,5,Tuesday
CASE-0785,2025-02-17,Material Receiving,1,Receiving,MFG_R01,Standard,3,4152.69,0.0,37.1,37.1,2025-02-17 17:25,2025-02-17 18:02,0,0,2,Monday
CASE-0785,2025-02-17,Material Inspection,2,Quality,MFG_Q01,Standard,3,4152.69,0.0,23.5,23.5,2025-02-17 18:02,2025-02-17 18:25,0,0,2,Monday
CASE-0785,2025-02-17,Pre-Processing,3,Production,MFG_P01,Standard,3,4152.69,12.3,52.5,64.8,2025-02-17 18:37,2025-02-17 19:30,0,0,2,Monday
CASE-0785,2025-02-17,Assembly,4,Production,MFG_P01,Standard,3,4152.69,6.1,121.4,127.5,2025-02-17 19:36,2025-02-17 21:37,0,0,2,Monday
CASE-0785,2025-02-17,Quality Control,5,Quality,MFG_Q01,Standard,3,4152.69,20.5,23.8,44.3,2025-02-17 21:58,2025-02-17 22:22,0,0,2,Monday
CASE-0785,2025-02-17,Finishing & Packaging,6,Finishing,MFG_F01,Standard,3,4152.69,1.4,59.9,61.3,2025-02-17 22:23,2025-02-17 23:23,0,0,2,Monday
CASE-0785,2025-02-17,Final Inspection,7,Quality,MFG_Q02,Standard,3,4152.69,5.5,17.7,23.2,2025-02-17 23:29,2025-02-17 23:46,0,0,2,Monday
CASE-0785,2025-02-17,Warehouse Storage,8,Warehouse,MFG_W01,Standard,3,4152.69,5.3,52.0,57.3,2025-02-17 23:52,2025-02-18 00:44,0,0,2,Monday
CASE-0786,2025-01-29,Material Receiving,1,Receiving,MFG_R03,Standard,4,3923.47,0.0,39.1,39.1,2025-01-29 14:10,2025-01-29 14:49,0,0,1,Wednesday
CASE-0786,2025-01-29,Material Inspection,2,Quality,MFG_Q03,Standard,4,3923.47,33.7,17.3,51.0,2025-01-29 15:22,2025-01-29 15:40,1,0,1,Wednesday
CASE-0786,2025-01-29,Pre-Processing,3,Production,MFG_P03,Standard,4,3923.47,26.0,34.2,60.2,2025-01-29 16:06,2025-01-29 16:40,1,0,1,Wednesday
CASE-0786,2025-01-29,Assembly,4,Production,MFG_P03,Standard,4,3923.47,29.3,91.6,120.9,2025-01-29 17:09,2025-01-29 18:41,0,0,1,Wednesday
CASE-0786,2025-01-29,Quality Control,5,Quality,MFG_Q03,Standard,4,3923.47,15.7,49.8,65.5,2025-01-29 18:56,2025-01-29 19:46,0,0,1,Wednesday
CASE-0786,2025-01-29,Finishing & Packaging,6,Finishing,MFG_F01,Standard,4,3923.47,11.0,42.3,53.3,2025-01-29 19:57,2025-01-29 20:40,0,0,1,Wednesday
CASE-0786,2025-01-29,Final Inspection,7,Quality,MFG_Q02,Standard,4,3923.47,0.0,17.3,17.3,2025-01-29 20:40,2025-01-29 20:57,0,0,1,Wednesday
CASE-0786,2025-01-29,Warehouse Storage,8,Warehouse,MFG_W02,Standard,4,3923.47,14.7,15.9,30.6,2025-01-29 21:12,2025-01-29 21:27,0,0,1,Wednesday
CASE-0787,2025-02-16,Material Receiving,1,Receiving,MFG_R02,Standard,6,4479.3,0.0,33.4,33.4,2025-02-16 15:55,2025-02-16 16:28,0,0,2,Sunday
CASE-0787,2025-02-16,Material Inspection,2,Quality,MFG_Q03,Standard,6,4479.3,22.6,27.8,50.4,2025-02-16 16:51,2025-02-16 17:18,0,0,2,Sunday
CASE-0787,2025-02-16,Pre-Processing,3,Production,MFG_P04,Standard,6,4479.3,23.3,27.4,50.7,2025-02-16 17:42,2025-02-16 18:09,0,0,2,Sunday
CASE-0787,2025-02-16,Assembly,4,Production,MFG_P06,Standard,6,4479.3,35.8,68.9,104.7,2025-02-16 18:45,2025-02-16 19:54,0,0,2,Sunday
CASE-0787,2025-02-16,Quality Control,5,Quality,MFG_Q01,Standard,6,4479.3,6.8,25.9,32.7,2025-02-16 20:01,2025-02-16 20:26,0,0,2,Sunday
CASE-0787,2025-02-16,Finishing & Packaging,6,Finishing,MFG_F01,Standard,6,4479.3,26.7,45.7,72.4,2025-02-16 20:53,2025-02-16 21:39,0,0,2,Sunday
CASE-0787,2025-02-16,Final Inspection,7,Quality,MFG_Q03,Standard,6,4479.3,12.2,21.6,33.8,2025-02-16 21:51,2025-02-16 22:13,0,0,2,Sunday
CASE-0787,2025-02-16,Warehouse Storage,8,Warehouse,MFG_W02,Standard,6,4479.3,5.6,11.0,16.6,2025-02-16 22:18,2025-02-16 22:29,0,0,2,Sunday
CASE-0788,2025-01-01,Material Receiving,1,Receiving,MFG_R02,Standard,1,1541.7,0.0,30.1,30.1,2025-01-01 15:54,2025-01-01 16:24,1,0,1,Wednesday
CASE-0788,2025-01-01,Material Inspection,2,Quality,MFG_Q01,Standard,1,1541.7,21.4,25.8,47.2,2025-01-01 16:45,2025-01-01 17:11,0,0,1,Wednesday
CASE-0788,2025-01-01,Pre-Processing,3,Production,MFG_P06,Standard,1,1541.7,9.7,62.0,71.7,2025-01-01 17:21,2025-01-01 18:23,0,0,1,Wednesday
CASE-0788,2025-01-01,Assembly,4,Production,MFG_P02,Standard,1,1541.7,72.4,101.7,174.1,2025-01-01 19:35,2025-01-01 21:17,0,0,1,Wednesday
CASE-0788,2025-01-01,Quality Control,5,Quality,MFG_Q01,Standard,1,1541.7,35.8,31.9,67.7,2025-01-01 21:52,2025-01-01 22:24,0,0,1,Wednesday
CASE-0788,2025-01-01,Finishing & Packaging,6,Finishing,MFG_F02,Standard,1,1541.7,11.7,24.5,36.2,2025-01-01 22:36,2025-01-01 23:01,0,0,1,Wednesday
CASE-0788,2025-01-01,Final Inspection,7,Quality,MFG_Q01,Standard,1,1541.7,0.9,11.7,12.6,2025-01-01 23:01,2025-01-01 23:13,0,0,1,Wednesday
CASE-0788,2025-01-01,Warehouse Storage,8,Warehouse,MFG_W01,Standard,1,1541.7,7.8,16.8,24.6,2025-01-01 23:21,2025-01-01 23:38,0,0,1,Wednesday
CASE-0789,2025-05-30,Material Receiving,1,Receiving,MFG_R01,Express,2,1775.05,0.0,38.5,38.5,2025-05-30 10:11,2025-05-30 10:49,0,0,5,Friday
CASE-0789,2025-05-30,Material Inspection,2,Quality,MFG_Q01,Express,2,1775.05,21.1,41.1,62.2,2025-05-30 11:10,2025-05-30 11:51,0,0,5,Friday
CASE-0789,2025-05-30,Pre-Processing,3,Production,MFG_P06,Express,2,1775.05,32.1,53.3,85.4,2025-05-30 12:23,2025-05-30 13:17,1,0,5,Friday
CASE-0789,2025-05-30,Assembly,4,Production,MFG_P01,Express,2,1775.05,24.0,108.0,132.0,2025-05-30 13:41,2025-05-30 15:29,0,0,5,Friday
CASE-0789,2025-05-30,Quality Control,5,Quality,MFG_Q01,Express,2,1775.05,24.7,22.4,47.1,2025-05-30 15:53,2025-05-30 16:16,1,0,5,Friday
CASE-0789,2025-05-30,Finishing & Packaging,6,Finishing,MFG_F03,Express,2,1775.05,21.9,21.8,43.7,2025-05-30 16:38,2025-05-30 16:59,0,0,5,Friday
CASE-0789,2025-05-30,Final Inspection,7,Quality,MFG_Q02,Express,2,1775.05,9.2,29.0,38.2,2025-05-30 17:09,2025-05-30 17:38,0,1,5,Friday
CASE-0789,2025-05-30,Warehouse Storage,8,Warehouse,MFG_W02,Express,2,1775.05,9.0,20.4,29.4,2025-05-30 17:47,2025-05-30 18:07,0,0,5,Friday
CASE-0790,2025-06-27,Material Receiving,1,Receiving,MFG_R01,Standard,1,3890.04,0.0,19.5,19.5,2025-06-27 10:39,2025-06-27 10:58,0,0,6,Friday
CASE-0790,2025-06-27,Material Inspection,2,Quality,MFG_Q02,Standard,1,3890.04,22.9,10.4,33.3,2025-06-27 11:21,2025-06-27 11:31,0,0,6,Friday
CASE-0790,2025-06-27,Pre-Processing,3,Production,MFG_P01,Standard,1,3890.04,21.2,47.9,69.1,2025-06-27 11:53,2025-06-27 12:40,0,0,6,Friday
CASE-0790,2025-06-27,Assembly,4,Production,MFG_P05,Standard,1,3890.04,12.5,85.6,98.1,2025-06-27 12:53,2025-06-27 14:19,0,0,6,Friday
CASE-0790,2025-06-27,Quality Control,5,Quality,MFG_Q01,Standard,1,3890.04,7.1,37.1,44.2,2025-06-27 14:26,2025-06-27 15:03,0,0,6,Friday
CASE-0790,2025-06-27,Finishing & Packaging,6,Finishing,MFG_F02,Standard,1,3890.04,4.4,24.6,29.0,2025-06-27 15:07,2025-06-27 15:32,0,0,6,Friday
CASE-0790,2025-06-27,Final Inspection,7,Quality,MFG_Q01,Standard,1,3890.04,2.9,7.1,10.0,2025-06-27 15:35,2025-06-27 15:42,0,0,6,Friday
CASE-0790,2025-06-27,Warehouse Storage,8,Warehouse,MFG_W02,Standard,1,3890.04,17.0,22.9,39.9,2025-06-27 15:59,2025-06-27 16:22,0,0,6,Friday
CASE-0791,2025-03-22,Material Receiving,1,Receiving,MFG_R02,Express,3,4759.33,0.0,25.8,25.8,2025-03-22 16:38,2025-03-22 17:03,0,0,3,Saturday
CASE-0791,2025-03-22,Material Inspection,2,Quality,MFG_Q02,Express,3,4759.33,21.9,15.7,37.6,2025-03-22 17:25,2025-03-22 17:41,0,0,3,Saturday
CASE-0791,2025-03-22,Pre-Processing,3,Production,MFG_P02,Express,3,4759.33,14.4,62.4,76.8,2025-03-22 17:55,2025-03-22 18:58,0,0,3,Saturday
CASE-0791,2025-03-22,Assembly,4,Production,MFG_P02,Express,3,4759.33,53.7,179.9,233.6,2025-03-22 19:51,2025-03-22 22:51,1,1,3,Saturday
CASE-0791,2025-03-22,Quality Control,5,Quality,MFG_Q03,Express,3,4759.33,8.2,23.9,32.1,2025-03-22 23:00,2025-03-22 23:23,0,0,3,Saturday
CASE-0791,2025-03-22,Finishing & Packaging,6,Finishing,MFG_F02,Express,3,4759.33,16.9,29.5,46.4,2025-03-22 23:40,2025-03-23 00:10,0,0,3,Saturday
CASE-0791,2025-03-22,Final Inspection,7,Quality,MFG_Q01,Express,3,4759.33,17.3,5.0,22.3,2025-03-23 00:27,2025-03-23 00:32,0,0,3,Saturday
CASE-0791,2025-03-22,Warehouse Storage,8,Warehouse,MFG_W02,Express,3,4759.33,6.5,18.6,25.1,2025-03-23 00:39,2025-03-23 00:57,0,0,3,Saturday
CASE-0792,2025-01-20,Material Receiving,1,Receiving,MFG_R02,Standard,6,1198.99,0.0,41.7,41.7,2025-01-20 10:06,2025-01-20 10:47,0,0,1,Monday
CASE-0792,2025-01-20,Material Inspection,2,Quality,MFG_Q03,Standard,6,1198.99,41.6,23.9,65.5,2025-01-20 11:29,2025-01-20 11:53,0,0,1,Monday
CASE-0792,2025-01-20,Pre-Processing,3,Production,MFG_P04,Standard,6,1198.99,24.0,33.2,57.2,2025-01-20 12:17,2025-01-20 12:50,0,0,1,Monday
CASE-0792,2025-01-20,Assembly,4,Production,MFG_P06,Standard,6,1198.99,35.8,84.4,120.2,2025-01-20 13:26,2025-01-20 14:50,0,0,1,Monday
CASE-0792,2025-01-20,Quality Control,5,Quality,MFG_Q01,Standard,6,1198.99,27.3,12.3,39.6,2025-01-20 15:17,2025-01-20 15:30,1,0,1,Monday
CASE-0792,2025-01-20,Finishing & Packaging,6,Finishing,MFG_F01,Standard,6,1198.99,4.9,51.3,56.2,2025-01-20 15:35,2025-01-20 16:26,0,0,1,Monday
CASE-0792,2025-01-20,Final Inspection,7,Quality,MFG_Q03,Standard,6,1198.99,10.0,22.5,32.5,2025-01-20 16:36,2025-01-20 16:58,1,0,1,Monday
CASE-0792,2025-01-20,Warehouse Storage,8,Warehouse,MFG_W02,Standard,6,1198.99,10.8,25.3,36.1,2025-01-20 17:09,2025-01-20 17:35,0,0,1,Monday
CASE-0793,2025-03-22,Material Receiving,1,Receiving,MFG_R01,Standard,1,872.77,0.0,38.2,38.2,2025-03-22 09:17,2025-03-22 09:55,0,0,3,Saturday
CASE-0793,2025-03-22,Material Inspection,2,Quality,MFG_Q02,Standard,1,872.77,27.2,25.6,52.8,2025-03-22 10:22,2025-03-22 10:48,0,0,3,Saturday
CASE-0793,2025-03-22,Pre-Processing,3,Production,MFG_P02,Standard,1,872.77,37.8,58.6,96.4,2025-03-22 11:25,2025-03-22 12:24,0,0,3,Saturday
CASE-0793,2025-03-22,Assembly,4,Production,MFG_P03,Standard,1,872.77,21.9,82.4,104.3,2025-03-22 12:46,2025-03-22 14:08,0,0,3,Saturday
CASE-0793,2025-03-22,Quality Control,5,Quality,MFG_Q03,Standard,1,872.77,23.9,42.6,66.5,2025-03-22 14:32,2025-03-22 15:15,0,0,3,Saturday
CASE-0793,2025-03-22,Finishing & Packaging,6,Finishing,MFG_F03,Standard,1,872.77,14.2,55.6,69.8,2025-03-22 15:29,2025-03-22 16:25,0,0,3,Saturday
CASE-0793,2025-03-22,Final Inspection,7,Quality,MFG_Q02,Standard,1,872.77,13.5,23.1,36.6,2025-03-22 16:38,2025-03-22 17:01,0,0,3,Saturday
CASE-0793,2025-03-22,Warehouse Storage,8,Warehouse,MFG_W02,Standard,1,872.77,11.6,28.2,39.8,2025-03-22 17:13,2025-03-22 17:41,0,0,3,Saturday
CASE-0794,2025-02-03,Material Receiving,1,Receiving,MFG_R03,Standard,3,1219.52,0.0,14.5,14.5,2025-02-03 09:05,2025-02-03 09:19,0,0,2,Monday
CASE-0794,2025-02-03,Material Inspection,2,Quality,MFG_Q01,Standard,3,1219.52,19.3,15.6,34.9,2025-02-03 09:38,2025-02-03 09:54,0,0,2,Monday
CASE-0794,2025-02-03,Pre-Processing,3,Production,MFG_P01,Standard,3,1219.52,14.8,33.0,47.8,2025-02-03 10:09,2025-02-03 10:42,0,0,2,Monday
CASE-0794,2025-02-03,Assembly,4,Production,MFG_P04,Standard,3,1219.52,30.4,161.0,191.4,2025-02-03 11:12,2025-02-03 13:53,0,0,2,Monday
CASE-0794,2025-02-03,Quality Control,5,Quality,MFG_Q02,Standard,3,1219.52,24.2,20.8,45.0,2025-02-03 14:17,2025-02-03 14:38,1,0,2,Monday
CASE-0794,2025-02-03,Finishing & Packaging,6,Finishing,MFG_F01,Standard,3,1219.52,11.3,20.9,32.2,2025-02-03 14:49,2025-02-03 15:10,0,0,2,Monday
CASE-0794,2025-02-03,Final Inspection,7,Quality,MFG_Q03,Standard,3,1219.52,4.3,9.9,14.2,2025-02-03 15:15,2025-02-03 15:25,0,0,2,Monday
CASE-0794,2025-02-03,Warehouse Storage,8,Warehouse,MFG_W02,Standard,3,1219.52,11.4,25.4,36.8,2025-02-03 15:36,2025-02-03 16:01,0,0,2,Monday
CASE-0795,2025-01-25,Material Receiving,1,Receiving,MFG_R03,Express,4,332.94,0.0,12.2,12.2,2025-01-25 12:55,2025-01-25 13:07,0,0,1,Saturday
CASE-0795,2025-01-25,Material Inspection,2,Quality,MFG_Q01,Express,4,332.94,0.0,21.1,21.1,2025-01-25 13:07,2025-01-25 13:28,0,0,1,Saturday
CASE-0795,2025-01-25,Pre-Processing,3,Production,MFG_P05,Express,4,332.94,11.4,33.0,44.4,2025-01-25 13:39,2025-01-25 14:12,0,0,1,Saturday
CASE-0795,2025-01-25,Assembly,4,Production,MFG_P05,Express,4,332.94,18.9,79.5,98.4,2025-01-25 14:31,2025-01-25 15:51,0,0,1,Saturday
CASE-0795,2025-01-25,Quality Control,5,Quality,MFG_Q03,Express,4,332.94,5.4,34.9,40.3,2025-01-25 15:56,2025-01-25 16:31,0,0,1,Saturday
CASE-0795,2025-01-25,Finishing & Packaging,6,Finishing,MFG_F03,Express,4,332.94,0.0,33.6,33.6,2025-01-25 16:31,2025-01-25 17:05,0,0,1,Saturday
CASE-0795,2025-01-25,Final Inspection,7,Quality,MFG_Q01,Express,4,332.94,10.4,8.3,18.7,2025-01-25 17:15,2025-01-25 17:23,0,0,1,Saturday
CASE-0795,2025-01-25,Warehouse Storage,8,Warehouse,MFG_W02,Express,4,332.94,2.1,24.3,26.4,2025-01-25 17:25,2025-01-25 17:50,0,0,1,Saturday
CASE-0796,2025-04-12,Material Receiving,1,Receiving,MFG_R03,Express,2,3905.65,0.0,19.0,19.0,2025-04-12 14:08,2025-04-12 14:27,0,0,4,Saturday
CASE-0796,2025-04-12,Material Inspection,2,Quality,MFG_Q01,Express,2,3905.65,18.8,34.0,52.8,2025-04-12 14:45,2025-04-12 15:19,0,0,4,Saturday
CASE-0796,2025-04-12,Pre-Processing,3,Production,MFG_P05,Express,2,3905.65,36.5,42.4,78.9,2025-04-12 15:56,2025-04-12 16:38,0,0,4,Saturday
CASE-0796,2025-04-12,Assembly,4,Production,MFG_P03,Express,2,3905.65,22.5,156.2,178.7,2025-04-12 17:01,2025-04-12 19:37,0,0,4,Saturday
CASE-0796,2025-04-12,Quality Control,5,Quality,MFG_Q01,Express,2,3905.65,39.6,32.2,71.8,2025-04-12 20:17,2025-04-12 20:49,1,0,4,Saturday
CASE-0796,2025-04-12,Finishing & Packaging,6,Finishing,MFG_F03,Express,2,3905.65,1.9,31.3,33.2,2025-04-12 20:51,2025-04-12 21:22,0,0,4,Saturday
CASE-0796,2025-04-12,Final Inspection,7,Quality,MFG_Q02,Express,2,3905.65,4.9,25.6,30.5,2025-04-12 21:27,2025-04-12 21:52,0,0,4,Saturday
CASE-0796,2025-04-12,Warehouse Storage,8,Warehouse,MFG_W01,Express,2,3905.65,2.8,36.5,39.3,2025-04-12 21:55,2025-04-12 22:32,0,0,4,Saturday
CASE-0797,2025-05-31,Material Receiving,1,Receiving,MFG_R01,Standard,5,112.93,0.0,40.8,40.8,2025-05-31 11:56,2025-05-31 12:36,0,0,5,Saturday
CASE-0797,2025-05-31,Material Inspection,2,Quality,MFG_Q02,Standard,5,112.93,32.9,23.9,56.8,2025-05-31 13:09,2025-05-31 13:33,0,0,5,Saturday
CASE-0797,2025-05-31,Pre-Processing,3,Production,MFG_P01,Standard,5,112.93,9.8,68.0,77.8,2025-05-31 13:43,2025-05-31 14:51,0,0,5,Saturday
CASE-0797,2025-05-31,Assembly,4,Production,MFG_P06,Standard,5,112.93,16.3,138.3,154.6,2025-05-31 15:07,2025-05-31 17:26,0,0,5,Saturday
CASE-0797,2025-05-31,Quality Control,5,Quality,MFG_Q03,Standard,5,112.93,26.1,29.8,55.9,2025-05-31 17:52,2025-05-31 18:21,0,0,5,Saturday
CASE-0797,2025-05-31,Finishing & Packaging,6,Finishing,MFG_F02,Standard,5,112.93,34.5,52.3,86.8,2025-05-31 18:56,2025-05-31 19:48,0,0,5,Saturday
CASE-0797,2025-05-31,Final Inspection,7,Quality,MFG_Q02,Standard,5,112.93,17.3,27.1,44.4,2025-05-31 20:06,2025-05-31 20:33,1,0,5,Saturday
CASE-0797,2025-05-31,Warehouse Storage,8,Warehouse,MFG_W02,Standard,5,112.93,21.8,20.2,42.0,2025-05-31 20:54,2025-05-31 21:15,0,0,5,Saturday
CASE-0798,2025-04-21,Material Receiving,1,Receiving,MFG_R01,Standard,6,4187.97,0.0,36.0,36.0,2025-04-21 10:11,2025-04-21 10:47,0,0,4,Monday
CASE-0798,2025-04-21,Material Inspection,2,Quality,MFG_Q01,Standard,6,4187.97,11.9,33.3,45.2,2025-04-21 10:58,2025-04-21 11:32,0,0,4,Monday
CASE-0798,2025-04-21,Pre-Processing,3,Production,MFG_P02,Standard,6,4187.97,20.3,100.1,120.4,2025-04-21 11:52,2025-04-21 13:32,0,0,4,Monday
CASE-0798,2025-04-21,Assembly,4,Production,MFG_P02,Standard,6,4187.97,83.6,137.9,221.5,2025-04-21 14:56,2025-04-21 17:14,0,0,4,Monday
CASE-0798,2025-04-21,Quality Control,5,Quality,MFG_Q01,Standard,6,4187.97,49.5,53.2,102.7,2025-04-21 18:03,2025-04-21 18:56,0,0,4,Monday
CASE-0798,2025-04-21,Finishing & Packaging,6,Finishing,MFG_F01,Standard,6,4187.97,15.9,29.6,45.5,2025-04-21 19:12,2025-04-21 19:42,0,0,4,Monday
CASE-0798,2025-04-21,Final Inspection,7,Quality,MFG_Q01,Standard,6,4187.97,11.9,19.8,31.7,2025-04-21 19:54,2025-04-21 20:14,0,0,4,Monday
CASE-0798,2025-04-21,Warehouse Storage,8,Warehouse,MFG_W02,Standard,6,4187.97,14.0,31.4,45.4,2025-04-21 20:28,2025-04-21 20:59,0,0,4,Monday
CASE-0799,2025-06-18,Material Receiving,1,Receiving,MFG_R01,Standard,5,2031.15,0.0,18.8,18.8,2025-06-18 07:20,2025-06-18 07:38,0,0,6,Wednesday
CASE-0799,2025-06-18,Material Inspection,2,Quality,MFG_Q01,Standard,5,2031.15,11.2,19.8,31.0,2025-06-18 07:50,2025-06-18 08:09,0,0,6,Wednesday
CASE-0799,2025-06-18,Pre-Processing,3,Production,MFG_P05,Standard,5,2031.15,12.9,60.1,73.0,2025-06-18 08:22,2025-06-18 09:22,0,0,6,Wednesday
CASE-0799,2025-06-18,Assembly,4,Production,MFG_P01,Standard,5,2031.15,17.1,76.5,93.6,2025-06-18 09:39,2025-06-18 10:56,0,0,6,Wednesday
CASE-0799,2025-06-18,Quality Control,5,Quality,MFG_Q01,Standard,5,2031.15,9.5,36.8,46.3,2025-06-18 11:05,2025-06-18 11:42,0,0,6,Wednesday
CASE-0799,2025-06-18,Finishing & Packaging,6,Finishing,MFG_F02,Standard,5,2031.15,9.6,41.7,51.3,2025-06-18 11:52,2025-06-18 12:34,0,0,6,Wednesday
CASE-0799,2025-06-18,Final Inspection,7,Quality,MFG_Q01,Standard,5,2031.15,18.9,15.2,34.1,2025-06-18 12:52,2025-06-18 13:08,0,0,6,Wednesday
CASE-0799,2025-06-18,Warehouse Storage,8,Warehouse,MFG_W01,Standard,5,2031.15,14.6,34.1,48.7,2025-06-18 13:22,2025-06-18 13:56,0,0,6,Wednesday
CASE-0800,2025-04-16,Material Receiving,1,Receiving,MFG_R02,Express,4,3973.19,0.0,42.4,42.4,2025-04-16 08:00,2025-04-16 08:42,0,0,4,Wednesday
CASE-0800,2025-04-16,Material Inspection,2,Quality,MFG_Q03,Express,4,3973.19,14.2,12.4,26.6,2025-04-16 08:56,2025-04-16 09:09,0,0,4,Wednesday
CASE-0800,2025-04-16,Pre-Processing,3,Production,MFG_P03,Express,4,3973.19,6.7,61.9,68.6,2025-04-16 09:15,2025-04-16 10:17,0,0,4,Wednesday
CASE-0800,2025-04-16,Assembly,4,Production,MFG_P04,Express,4,3973.19,53.9,58.8,112.7,2025-04-16 11:11,2025-04-16 12:10,0,0,4,Wednesday
CASE-0800,2025-04-16,Quality Control,5,Quality,MFG_Q02,Express,4,3973.19,22.6,33.0,55.6,2025-04-16 12:32,2025-04-16 13:05,0,0,4,Wednesday
CASE-0800,2025-04-16,Finishing & Packaging,6,Finishing,MFG_F02,Express,4,3973.19,10.9,55.6,66.5,2025-04-16 13:16,2025-04-16 14:12,0,0,4,Wednesday
CASE-0800,2025-04-16,Final Inspection,7,Quality,MFG_Q02,Express,4,3973.19,8.7,8.9,17.6,2025-04-16 14:21,2025-04-16 14:30,0,0,4,Wednesday
CASE-0800,2025-04-16,Warehouse Storage,8,Warehouse,MFG_W02,Express,4,3973.19,9.4,34.2,43.6,2025-04-16 14:39,2025-04-16 15:13,0,0,4,Wednesday
CASE-0801,2025-06-04,Material Receiving,1,Receiving,MFG_R01,Express,3,272.76,0.0,13.1,13.1,2025-06-04 11:11,2025-06-04 11:24,0,0,6,Wednesday
CASE-0801,2025-06-04,Material Inspection,2,Quality,MFG_Q01,Express,3,272.76,15.8,17.8,33.6,2025-06-04 11:39,2025-06-04 11:57,0,0,6,Wednesday
CASE-0801,2025-06-04,Pre-Processing,3,Production,MFG_P01,Express,3,272.76,14.4,42.5,56.9,2025-06-04 12:12,2025-06-04 12:54,0,0,6,Wednesday
CASE-0801,2025-06-04,Assembly,4,Production,MFG_P05,Express,3,272.76,11.4,52.6,64.0,2025-06-04 13:06,2025-06-04 13:58,0,0,6,Wednesday
CASE-0801,2025-06-04,Quality Control,5,Quality,MFG_Q03,Express,3,272.76,23.1,10.0,33.1,2025-06-04 14:21,2025-06-04 14:31,0,0,6,Wednesday
CASE-0801,2025-06-04,Finishing & Packaging,6,Finishing,MFG_F02,Express,3,272.76,23.7,42.2,65.9,2025-06-04 14:55,2025-06-04 15:37,0,0,6,Wednesday
CASE-0801,2025-06-04,Final Inspection,7,Quality,MFG_Q02,Express,3,272.76,1.5,19.2,20.7,2025-06-04 15:39,2025-06-04 15:58,0,0,6,Wednesday
CASE-0801,2025-06-04,Warehouse Storage,8,Warehouse,MFG_W02,Express,3,272.76,8.0,26.8,34.8,2025-06-04 16:06,2025-06-04 16:33,0,0,6,Wednesday
CASE-0802,2025-02-13,Material Receiving,1,Receiving,MFG_R02,Standard,3,3915.48,0.0,8.2,8.2,2025-02-13 10:17,2025-02-13 10:25,0,0,2,Thursday
CASE-0802,2025-02-13,Material Inspection,2,Quality,MFG_Q01,Standard,3,3915.48,22.4,16.1,38.5,2025-02-13 10:47,2025-02-13 11:03,0,0,2,Thursday
CASE-0802,2025-02-13,Pre-Processing,3,Production,MFG_P05,Standard,3,3915.48,29.6,74.2,103.8,2025-02-13 11:33,2025-02-13 12:47,0,0,2,Thursday
CASE-0802,2025-02-13,Assembly,4,Production,MFG_P02,Standard,3,3915.48,23.4,79.0,102.4,2025-02-13 13:10,2025-02-13 14:29,0,0,2,Thursday
CASE-0802,2025-02-13,Quality Control,5,Quality,MFG_Q02,Standard,3,3915.48,32.1,22.6,54.7,2025-02-13 15:02,2025-02-13 15:24,0,0,2,Thursday
